Code;impact_code;Impacts ;Type of impact;type_s;Drivers;driver_s;Area_NS;Risk;Consequences;Exposure;Fishery;Mediterranean area;Area
2391;26;National income;Wider society and economy implications;WS;Mesoscale circulation;MC;North;4.2;1.8;2;Pelagic;Central;Central (North)
2392;27;Tourism activities;Wider society and economy implications;WS;Mesoscale circulation;MC;North;1.6;1.1;1.4;Pelagic;Central;Central (North)
2393;1;Catches composition;Fisheries resources;FR;Increase in SST;SST;South;7;2.3;3;Pelagic;Central;Central (South)
2394;2;Species geographic distribution;Fisheries resources;FR;Increase in SST;SST;South;4.7;1.7;2.7;Pelagic;Central;Central (South)
2395;3;Species bathymetric distribution;Fisheries resources;FR;Increase in SST;SST;South;4.7;1.7;2.7;Pelagic;Central;Central (South)
2396;4;Trends in abundance/biomass;Fisheries resources;FR;Increase in SST;SST;South;5.3;2;2.7;Pelagic;Central;Central (South)
2397;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Increase in SST;SST;South;6.3;2.3;2.7;Pelagic;Central;Central (South)
2398;6;Species phenology;Fisheries resources;FR;Increase in SST;SST;South;2;1.3;1.3;Pelagic;Central;Central (South)
2399;7;Trophic structure;Fisheries resources;FR;Increase in SST;SST;South;4;1.7;2.3;Pelagic;Central;Central (South)
2400;8;Life history traits (growth, reproduction);Fisheries resources;FR;Increase in SST;SST;South;6.7;2;3;Pelagic;Central;Central (South)
2401;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Increase in SST;SST;South;8;2.3;3.3;Pelagic;Central;Central (South)
2402;10;Presence of non-native species;Fisheries resources;FR;Increase in SST;SST;South;6.3;2.3;2.7;Pelagic;Central;Central (South)
2403;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Increase in SST;SST;South;1;1;1;Pelagic;Central;Central (South)
2404;12;Cost of post-harvesting (preservation);Fishing operations;FO;Increase in SST;SST;South;1;1;1;Pelagic;Central;Central (South)
2405;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Increase in SST;SST;South;1;1;1;Pelagic;Central;Central (South)
2406;14;Efficiency of gears;Fishing operations;FO;Increase in SST;SST;South;1;1;1;Pelagic;Central;Central (South)
2407;15;Fishing trips/days at sea;Fishing operations;FO;Increase in SST;SST;South;3;1.3;2;Pelagic;Central;Central (South)
2408;16;Landing value;Communities and livelihoods;CL;Increase in SST;SST;South;4.3;1.7;2.3;Pelagic;Central;Central (South)
2409;17;Employment rate female;Communities and livelihoods;CL;Increase in SST;SST;South;3.7;1.7;2;Pelagic;Central;Central (South)
2410;18;Employment rate male;Communities and livelihoods;CL;Increase in SST;SST;South;3.7;1.7;2;Pelagic;Central;Central (South)
2411;19;Contribution of fish products to food security;Communities and livelihoods;CL;Increase in SST;SST;South;8;2.3;3.3;Pelagic;Central;Central (South)
2412;20;Safety of (coastal) communities;Communities and livelihoods;CL;Increase in SST;SST;South;1;1;1;Pelagic;Central;Central (South)
2413;21;Cultural and heritage;Communities and livelihoods;CL;Increase in SST;SST;South;1;1;1;Pelagic;Central;Central (South)
2414;22;Market opportunities (non-native species);Communities and livelihoods;CL;Increase in SST;SST;South;7.3;2.3;3;Pelagic;Central;Central (South)
2415;23;Health issues;Wider society and economy implications;WS;Increase in SST;SST;South;1;1;1;Pelagic;Central;Central (South)
2416;24;Food security;Wider society and economy implications;WS;Increase in SST;SST;South;1;1;1;Pelagic;Central;Central (South)
2417;25;Recreational fisheries;Wider society and economy implications;WS;Increase in SST;SST;South;5.3;2;2.7;Pelagic;Central;Central (South)
2418;26;National income;Wider society and economy implications;WS;Increase in SST;SST;South;5.3;2;2.7;Pelagic;Central;Central (South)
2419;27;Tourism activities;Wider society and economy implications;WS;Increase in SST;SST;South;2.7;1.3;2;Pelagic;Central;Central (South)
2420;1;Catches composition;Fisheries resources;FR;Increase in salinity;Sal;South;4.7;2;2.3;Pelagic;Central;Central (South)
2421;2;Species geographic distribution;Fisheries resources;FR;Increase in salinity;Sal;South;4;1.7;2.3;Pelagic;Central;Central (South)
2422;3;Species bathymetric distribution;Fisheries resources;FR;Increase in salinity;Sal;South;4;1.7;2.3;Pelagic;Central;Central (South)
2423;4;Trends in abundance/biomass;Fisheries resources;FR;Increase in salinity;Sal;South;4;1.7;2.3;Pelagic;Central;Central (South)
2424;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Increase in salinity;Sal;South;4;1.7;2.3;Pelagic;Central;Central (South)
2425;6;Species phenology;Fisheries resources;FR;Increase in salinity;Sal;South;3.7;1.7;2;Pelagic;Central;Central (South)
2426;7;Trophic structure;Fisheries resources;FR;Increase in salinity;Sal;South;3.3;1.7;2;Pelagic;Central;Central (South)
2427;8;Life history traits (growth, reproduction);Fisheries resources;FR;Increase in salinity;Sal;South;4;1.7;2.3;Pelagic;Central;Central (South)
2428;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Increase in salinity;Sal;South;6.3;2.3;2.7;Pelagic;Central;Central (South)
2429;10;Presence of non-native species;Fisheries resources;FR;Increase in salinity;Sal;South;5;2;2.3;Pelagic;Central;Central (South)
2430;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Increase in salinity;Sal;South;1;1;1;Pelagic;Central;Central (South)
2431;12;Cost of post-harvesting (preservation);Fishing operations;FO;Increase in salinity;Sal;South;1;1;1;Pelagic;Central;Central (South)
2432;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Increase in salinity;Sal;South;1;1;1;Pelagic;Central;Central (South)
2433;14;Efficiency of gears;Fishing operations;FO;Increase in salinity;Sal;South;1;1;1;Pelagic;Central;Central (South)
2434;15;Fishing trips/days at sea;Fishing operations;FO;Increase in salinity;Sal;South;1.3;1;1.3;Pelagic;Central;Central (South)
2435;16;Landing value;Communities and livelihoods;CL;Increase in salinity;Sal;South;2.3;1.3;1.7;Pelagic;Central;Central (South)
2436;17;Employment rate female;Communities and livelihoods;CL;Increase in salinity;Sal;South;1;1;1;Pelagic;Central;Central (South)
2437;18;Employment rate male;Communities and livelihoods;CL;Increase in salinity;Sal;South;1;1;1;Pelagic;Central;Central (South)
2438;19;Contribution of fish products to food security;Communities and livelihoods;CL;Increase in salinity;Sal;South;4;1.7;2.3;Pelagic;Central;Central (South)
2439;20;Safety of (coastal) communities;Communities and livelihoods;CL;Increase in salinity;Sal;South;1;1;1;Pelagic;Central;Central (South)
2440;21;Cultural and heritage;Communities and livelihoods;CL;Increase in salinity;Sal;South;1;1;1;Pelagic;Central;Central (South)
2441;22;Market opportunities (non-native species);Communities and livelihoods;CL;Increase in salinity;Sal;South;2.7;1.3;2;Pelagic;Central;Central (South)
2442;23;Health issues;Wider society and economy implications;WS;Increase in salinity;Sal;South;1;1;1;Pelagic;Central;Central (South)
2443;24;Food security;Wider society and economy implications;WS;Increase in salinity;Sal;South;1;1;1;Pelagic;Central;Central (South)
2444;25;Recreational fisheries;Wider society and economy implications;WS;Increase in salinity;Sal;South;2.7;1.3;2;Pelagic;Central;Central (South)
2445;26;National income;Wider society and economy implications;WS;Increase in salinity;Sal;South;4;1.7;2.3;Pelagic;Central;Central (South)
2446;27;Tourism activities;Wider society and economy implications;WS;Increase in salinity;Sal;South;1.7;1;1.7;Pelagic;Central;Central (South)
2447;1;Catches composition;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;7;2.3;3;Pelagic;Central;Central (South)
2448;2;Species geographic distribution;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;7;2.3;3;Pelagic;Central;Central (South)
2449;3;Species bathymetric distribution;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;7;2.3;3;Pelagic;Central;Central (South)
2450;4;Trends in abundance/biomass;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;4.7;2;2.3;Pelagic;Central;Central (South)
2451;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Increase in frequency of heat waves;HW;South;6.3;2.3;2.7;Pelagic;Central;Central (South)
2452;6;Species phenology;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;5.3;2;2.7;Pelagic;Central;Central (South)
2453;7;Trophic structure;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;1;1;1;Pelagic;Central;Central (South)
2454;8;Life history traits (growth, reproduction);Fisheries resources;FR;Increase in frequency of heat waves;HW;South;6;2.3;2.7;Pelagic;Central;Central (South)
2455;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Increase in frequency of heat waves;HW;South;7;2.3;3;Pelagic;Central;Central (South)
2456;10;Presence of non-native species;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;1;1;1;Pelagic;Central;Central (South)
2457;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Increase in frequency of heat waves;HW;South;4;1.7;2.3;Pelagic;Central;Central (South)
2458;12;Cost of post-harvesting (preservation);Fishing operations;FO;Increase in frequency of heat waves;HW;South;7;2.3;3;Pelagic;Central;Central (South)
2459;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Increase in frequency of heat waves;HW;South;1;1;1;Pelagic;Central;Central (South)
2460;14;Efficiency of gears;Fishing operations;FO;Increase in frequency of heat waves;HW;South;1;1;1;Pelagic;Central;Central (South)
2461;15;Fishing trips/days at sea;Fishing operations;FO;Increase in frequency of heat waves;HW;South;5;2;2.3;Pelagic;Central;Central (South)
2462;16;Landing value;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;5.3;2;2.3;Pelagic;Central;Central (South)
2463;17;Employment rate female;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;1;1;1;Pelagic;Central;Central (South)
2464;18;Employment rate male;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;1;1;1;Pelagic;Central;Central (South)
2465;19;Contribution of fish products to food security;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;5.3;2;2.7;Pelagic;Central;Central (South)
2466;20;Safety of (coastal) communities;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;4.7;2;2.3;Pelagic;Central;Central (South)
2467;21;Cultural and heritage;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;1;1;1;Pelagic;Central;Central (South)
2468;22;Market opportunities (non-native species);Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;1;1;1;Pelagic;Central;Central (South)
2469;23;Health issues;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;South;7;2.3;3;Pelagic;Central;Central (South)
2470;24;Food security;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;South;1;1;1;Pelagic;Central;Central (South)
2471;25;Recreational fisheries;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;South;3.7;1.7;2;Pelagic;Central;Central (South)
2472;26;National income;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;South;6;2;3;Pelagic;Central;Central (South)
2473;27;Tourism activities;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;South;3;1.7;1.7;Pelagic;Central;Central (South)
2474;1;Catches composition;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;1.5;1;1.5;Pelagic;Central;Central (South)
2475;2;Species geographic distribution;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;1.5;1;1.5;Pelagic;Central;Central (South)
2476;3;Species bathymetric distribution;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;5;2;2.5;Pelagic;Central;Central (South)
2477;4;Trends in abundance/biomass;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;3.5;1.5;2;Pelagic;Central;Central (South)
2478;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Change in precipitation-runoff;PRE;South;5;2;2.5;Pelagic;Central;Central (South)
2479;6;Species phenology;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;1.5;1;1.5;Pelagic;Central;Central (South)
2480;7;Trophic structure;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;5;2;2.5;Pelagic;Central;Central (South)
2481;8;Life history traits (growth, reproduction);Fisheries resources;FR;Change in precipitation-runoff;PRE;South;3;1.5;2;Pelagic;Central;Central (South)
2482;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Change in precipitation-runoff;PRE;South;1.5;1;1.5;Pelagic;Central;Central (South)
2483;10;Presence of non-native species;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;5;2;2.5;Pelagic;Central;Central (South)
2484;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Change in precipitation-runoff;PRE;South;5;2;2.5;Pelagic;Central;Central (South)
2485;12;Cost of post-harvesting (preservation);Fishing operations;FO;Change in precipitation-runoff;PRE;South;1;1;1;Pelagic;Central;Central (South)
2486;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Change in precipitation-runoff;PRE;South;1.5;1;1.5;Pelagic;Central;Central (South)
2487;14;Efficiency of gears;Fishing operations;FO;Change in precipitation-runoff;PRE;South;1.5;1;1.5;Pelagic;Central;Central (South)
2488;15;Fishing trips/days at sea;Fishing operations;FO;Change in precipitation-runoff;PRE;South;5;2;2.5;Pelagic;Central;Central (South)
2489;16;Landing value;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;5;2;2.5;Pelagic;Central;Central (South)
2490;17;Employment rate female;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;1;1;1;Pelagic;Central;Central (South)
2491;18;Employment rate male;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;1;1;1;Pelagic;Central;Central (South)
2492;19;Contribution of fish products to food security;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;5;2;2.5;Pelagic;Central;Central (South)
2493;20;Safety of (coastal) communities;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;5;2;2.5;Pelagic;Central;Central (South)
2494;21;Cultural and heritage;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;6.5;2.5;2.5;Pelagic;Central;Central (South)
2495;22;Market opportunities (non-native species);Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;1;1;1;Pelagic;Central;Central (South)
